vol_id,page,type,sub_type,add,type_index,re_define,0,1,2
coo.31924073896007,18,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924073896007/00000018.jpg,coo.31924073896007,18
coo.31924073896007,19,creative,pref_text,abstract,5,text,/N/slate/ninoparu/extracted_images/31924073896007/00000019.jpg,coo.31924073896007,19
coo.31924073896007,20,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924073896007/00000020.jpg,coo.31924073896007,20
coo.31924080009719,1,mixed,cover,cover art photo,6,cover,/N/slate/ninoparu/extracted_images/31924080009719/00000001.jpg,coo.31924080009719,1
coo.31924080009719,2,mixed,pub_info,,2,text,/N/slate/ninoparu/extracted_images/31924080009719/00000002.jpg,coo.31924080009719,2
coo.31924080009719,3,creative,ad,,7,image,/N/slate/ninoparu/extracted_images/31924080009719/00000003.jpg,coo.31924080009719,3
coo.31924080009719,4,creative,image,incorporates photos into index,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000004.jpg,coo.31924080009719,4
coo.31924080009719,5,creative,image,incorporates photos into index,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000005.jpg,coo.31924080009719,5
coo.31924080009719,6,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000006.jpg,coo.31924080009719,6
coo.31924080009719,7,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000007.jpg,coo.31924080009719,7
coo.31924080009719,8,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000008.jpg,coo.31924080009719,8
coo.31924080009719,9,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000009.jpg,coo.31924080009719,9
coo.31924080009719,10,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000010.jpg,coo.31924080009719,10
coo.31924080009719,11,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000011.jpg,coo.31924080009719,11
coo.31924080009719,12,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000012.jpg,coo.31924080009719,12
coo.31924080009719,13,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000013.jpg,coo.31924080009719,13
coo.31924080009719,14,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000014.jpg,coo.31924080009719,14
coo.31924080009719,15,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000015.jpg,coo.31924080009719,15
coo.31924080009719,16,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000016.jpg,coo.31924080009719,16
coo.31924080009719,17,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000017.jpg,coo.31924080009719,17
coo.31924080009719,18,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000018.jpg,coo.31924080009719,18
coo.31924080009719,19,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000019.jpg,coo.31924080009719,19
coo.31924080009719,20,creative,image,,8,image,/N/slate/ninoparu/extracted_images/31924080009719/00000020.jpg,coo.31924080009719,20
coo.31924094241217,1,no_content,no_content,cutter,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000001.jpg,coo.31924094241217,1
coo.31924094241217,2,no_content,no_content,bookplate,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000002.jpg,coo.31924094241217,2
coo.31924094241217,3,no_content,no_content,date slip,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000003.jpg,coo.31924094241217,3
coo.31924094241217,4,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000004.jpg,coo.31924094241217,4
coo.31924094241217,5,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000005.jpg,coo.31924094241217,5
coo.31924094241217,6,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000006.jpg,coo.31924094241217,6
coo.31924094241217,7,factual,title,,1,cover,/N/slate/ninoparu/extracted_images/31924094241217/00000007.jpg,coo.31924094241217,7
coo.31924094241217,8,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000008.jpg,coo.31924094241217,8
coo.31924094241217,9,factual,list,,3,text,/N/slate/ninoparu/extracted_images/31924094241217/00000009.jpg,coo.31924094241217,9
coo.31924094241217,10,no_content,no_content,cutter,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000010.jpg,coo.31924094241217,10
coo.31924094241217,11,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924094241217/00000011.jpg,coo.31924094241217,11
coo.31924094241217,12,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000012.jpg,coo.31924094241217,12
coo.31924094241217,13,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924094241217/00000013.jpg,coo.31924094241217,13
coo.31924094241217,14,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000014.jpg,coo.31924094241217,14
coo.31924094241217,15,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924094241217/00000015.jpg,coo.31924094241217,15
coo.31924094241217,16,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000016.jpg,coo.31924094241217,16
coo.31924094241217,17,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924094241217/00000017.jpg,coo.31924094241217,17
coo.31924094241217,18,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000018.jpg,coo.31924094241217,18
coo.31924094241217,19,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924094241217/00000019.jpg,coo.31924094241217,19
coo.31924094241217,20,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924094241217/00000020.jpg,coo.31924094241217,20
coo.31924098538329,1,factual,cover,,6,cover,/N/slate/ninoparu/extracted_images/31924098538329/00000001.jpg,coo.31924098538329,1
coo.31924098538329,2,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/31924098538329/00000002.jpg,coo.31924098538329,2
coo.31924098538329,3,factual,title,,1,cover,/N/slate/ninoparu/extracted_images/31924098538329/00000003.jpg,coo.31924098538329,3
coo.31924098538329,4,no_content,no_content,handwritten cutter,0,no_content,/N/slate/ninoparu/extracted_images/31924098538329/00000004.jpg,coo.31924098538329,4
coo.31924098538329,5,creative,pref_text,acknowledgement,5,text,/N/slate/ninoparu/extracted_images/31924098538329/00000005.jpg,coo.31924098538329,5
coo.31924098538329,6,creative,pref_text,summary,5,text,/N/slate/ninoparu/extracted_images/31924098538329/00000006.jpg,coo.31924098538329,6
coo.31924098538329,7,factual,appendix,,9,text,/N/slate/ninoparu/extracted_images/31924098538329/00000007.jpg,coo.31924098538329,7
coo.31924098538329,8,factual,list,,3,text,/N/slate/ninoparu/extracted_images/31924098538329/00000008.jpg,coo.31924098538329,8
coo.31924098538329,9,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000009.jpg,coo.31924098538329,9
coo.31924098538329,10,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000010.jpg,coo.31924098538329,10
coo.31924098538329,11,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000011.jpg,coo.31924098538329,11
coo.31924098538329,12,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000012.jpg,coo.31924098538329,12
coo.31924098538329,13,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000013.jpg,coo.31924098538329,13
coo.31924098538329,14,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000014.jpg,coo.31924098538329,14
coo.31924098538329,15,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000015.jpg,coo.31924098538329,15
coo.31924098538329,16,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000016.jpg,coo.31924098538329,16
coo.31924098538329,17,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000017.jpg,coo.31924098538329,17
coo.31924098538329,18,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000018.jpg,coo.31924098538329,18
coo.31924098538329,19,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000019.jpg,coo.31924098538329,19
coo.31924098538329,20,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/31924098538329/00000020.jpg,coo.31924098538329,20
ien.35556003776788,1,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/35556003776788/00000001.jpg,ien.35556003776788,1
ien.35556003776788,2,no_content,no_content,library sticker,0,no_content,/N/slate/ninoparu/extracted_images/35556003776788/00000002.jpg,ien.35556003776788,2
ien.35556003776788,3,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/35556003776788/00000003.jpg,ien.35556003776788,3
ien.35556003776788,4,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/35556003776788/00000004.jpg,ien.35556003776788,4
ien.35556003776788,5,creative,pref_text,foreword,5,text,/N/slate/ninoparu/extracted_images/35556003776788/00000005.jpg,ien.35556003776788,5
ien.35556003776788,6,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/35556003776788/00000006.jpg,ien.35556003776788,6
ien.35556003776788,7,factual,list,,3,text,/N/slate/ninoparu/extracted_images/35556003776788/00000007.jpg,ien.35556003776788,7
ien.35556003776788,8,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/35556003776788/00000008.jpg,ien.35556003776788,8
ien.35556003776788,9,factual,title,Section title,1,cover,/N/slate/ninoparu/extracted_images/35556003776788/00000009.jpg,ien.35556003776788,9
ien.35556003776788,10,no_content,no_content,hand written cutter,0,no_content,/N/slate/ninoparu/extracted_images/35556003776788/00000010.jpg,ien.35556003776788,10
ien.35556003776788,11,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000011.jpg,ien.35556003776788,11
ien.35556003776788,12,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000012.jpg,ien.35556003776788,12
ien.35556003776788,13,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000013.jpg,ien.35556003776788,13
ien.35556003776788,14,creative,main_text,has data table,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000014.jpg,ien.35556003776788,14
ien.35556003776788,15,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000015.jpg,ien.35556003776788,15
ien.35556003776788,16,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000016.jpg,ien.35556003776788,16
ien.35556003776788,17,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000017.jpg,ien.35556003776788,17
ien.35556003776788,18,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000018.jpg,ien.35556003776788,18
ien.35556003776788,19,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000019.jpg,ien.35556003776788,19
ien.35556003776788,20,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/35556003776788/00000020.jpg,ien.35556003776788,20
inu.30000070597756,1,no_content,no_content,binding,0,no_content,/N/slate/ninoparu/extracted_images/30000070597756/00000001.jpg,inu.30000070597756,1
inu.30000070597756,2,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/30000070597756/00000002.jpg,inu.30000070597756,2
inu.30000070597756,3,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/30000070597756/00000003.jpg,inu.30000070597756,3
inu.30000070597756,4,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/30000070597756/00000004.jpg,inu.30000070597756,4
inu.30000070597756,5,factual,cover,"title, list of contents",6,cover,/N/slate/ninoparu/extracted_images/30000070597756/00000005.jpg,inu.30000070597756,5
inu.30000070597756,6,factual,pub_info,,2,text,/N/slate/ninoparu/extracted_images/30000070597756/00000006.jpg,inu.30000070597756,6
inu.30000070597756,7,factual,list,,3,text,/N/slate/ninoparu/extracted_images/30000070597756/00000007.jpg,inu.30000070597756,7
inu.30000070597756,8,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/30000070597756/00000008.jpg,inu.30000070597756,8
inu.30000070597756,9,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000009.jpg,inu.30000070597756,9
inu.30000070597756,10,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000010.jpg,inu.30000070597756,10
inu.30000070597756,11,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000011.jpg,inu.30000070597756,11
inu.30000070597756,12,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000012.jpg,inu.30000070597756,12
inu.30000070597756,13,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000013.jpg,inu.30000070597756,13
inu.30000070597756,14,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000014.jpg,inu.30000070597756,14
inu.30000070597756,15,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000015.jpg,inu.30000070597756,15
inu.30000070597756,16,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000016.jpg,inu.30000070597756,16
inu.30000070597756,17,factual,main_text,data table,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000017.jpg,inu.30000070597756,17
inu.30000070597756,18,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000018.jpg,inu.30000070597756,18
inu.30000070597756,19,factual,main_text,data table,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000019.jpg,inu.30000070597756,19
inu.30000070597756,20,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000070597756/00000020.jpg,inu.30000070597756,20
inu.30000081728184,1,factual,cover,,6,cover,/N/slate/ninoparu/extracted_images/30000081728184/00000001.jpg,inu.30000081728184,1
inu.30000081728184,2,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/30000081728184/00000002.jpg,inu.30000081728184,2
inu.30000081728184,3,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/30000081728184/00000003.jpg,inu.30000081728184,3
inu.30000081728184,4,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/30000081728184/00000004.jpg,inu.30000081728184,4
inu.30000081728184,5,factual,title,,1,cover,/N/slate/ninoparu/extracted_images/30000081728184/00000005.jpg,inu.30000081728184,5
inu.30000081728184,6,factual,pub_info,,2,text,/N/slate/ninoparu/extracted_images/30000081728184/00000006.jpg,inu.30000081728184,6
inu.30000081728184,7,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000007.jpg,inu.30000081728184,7
inu.30000081728184,8,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000008.jpg,inu.30000081728184,8
inu.30000081728184,9,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000009.jpg,inu.30000081728184,9
inu.30000081728184,10,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000010.jpg,inu.30000081728184,10
inu.30000081728184,11,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000011.jpg,inu.30000081728184,11
inu.30000081728184,12,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000012.jpg,inu.30000081728184,12
inu.30000081728184,13,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000013.jpg,inu.30000081728184,13
inu.30000081728184,14,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000014.jpg,inu.30000081728184,14
inu.30000081728184,15,factual,main_text,data plots,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000015.jpg,inu.30000081728184,15
inu.30000081728184,16,factual,main_text,data plots,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000016.jpg,inu.30000081728184,16
inu.30000081728184,17,factual,main_text,data plots,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000017.jpg,inu.30000081728184,17
inu.30000081728184,18,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000018.jpg,inu.30000081728184,18
inu.30000081728184,19,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000019.jpg,inu.30000081728184,19
inu.30000081728184,20,creative,main_text,,4,text,/N/slate/ninoparu/extracted_images/30000081728184/00000020.jpg,inu.30000081728184,20
inu.30000093900276,1,mixed,cover,Artwork on cover,6,cover,/N/slate/ninoparu/extracted_images/30000093900276/00000001.jpg,inu.30000093900276,1
inu.30000093900276,2,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/30000093900276/00000002.jpg,inu.30000093900276,2
inu.30000093900276,3,no_content,no_content,bindery barcode,0,no_content,/N/slate/ninoparu/extracted_images/30000093900276/00000003.jpg,inu.30000093900276,3
inu.30000093900276,4,no_content,no_content,,0,no_content,/N/slate/ninoparu/extracted_images/30000093900276/00000004.jpg,inu.30000093900276,4
inu.30000093900276,5,factual,title,,1,cover,/N/slate/ninoparu/extracted_images/30000093900276/00000005.jpg,inu.30000093900276,5
inu.30000093900276,6,factual,pub_info,,2,text,/N/slate/ninoparu/extracted_images/30000093900276/00000006.jpg,inu.30000093900276,6
inu.30000093900276,7,creative,dedication,,10,text,/N/slate/ninoparu/extracted_images/30000093900276/00000007.jpg,inu.30000093900276,7
